userId,movieId,rating,timestamp
514,104841,3.0,1533872356
510,2710,1.0,1141158757
290,2385,3.0,974942658
221,446,4.5,1111178224
598,7361,5.0,1430616909
596,4014,3.5,1535833814
414,157699,4.0,1519593368
34,31685,2.0,1166464153
62,2115,4.5,1521822456
448,105211,3.5,1412437686
137,1242,4.0,1204859745
438,2642,3.0,1105664766
606,47538,2.5,1244573590
352,51662,4.0,1493674121
572,3093,5.0,945890357
129,4878,2.5,1167376533
279,164179,4.0,1506395001
428,6365,3.0,1111489458
152,858,5.0,1450572429
328,1198,5.0,1494210760
427,435,3.0,1053068798
367,3751,5.0,997811942
599,97306,3.0,1498528332
525,98243,3.0,1476478213
111,78174,1.5,1516153265
42,2735,4.0,996260113
606,2677,4.0,1171234566
560,6863,3.0,1469648866
19,422,3.0,965711481
51,3363,4.5,1230929491
474,381,2.5,1087832502
68,2096,3.0,1261623516
189,7153,4.0,1439465091
599,93723,1.5,1519145934
556,41566,3.5,1534320971
596,3623,2.5,1535708359
387,778,4.5,1094875332
3,2090,0.5,1306464261
1,3740,4.0,964982417
73,99106,1.5,1464198772
217,357,3.0,955943627
438,43928,0.5,1142284007
282,55765,4.0,1378498156
310,1247,4.5,1078647841
448,122924,2.0,1498162906
91,2990,2.0,1112718050
103,4848,5.0,1440773368
380,3156,4.0,1494804502
566,552,4.0,849006845
298,77561,3.5,1447516876
599,31921,2.5,1519185643
381,4226,4.5,1168800601
292,2376,4.0,1332678611
43,596,5.0,848994332
50,127146,3.0,1514240116
46,185,4.0,834787906
564,119141,4.5,1481817709
89,117590,4.0,1520408746
217,1963,1.0,955943627
140,3107,3.0,949667371
125,4738,4.0,1474412893
274,74532,2.5,1293217932
382,1702,3.5,1515161690
560,122890,3.5,1469677869
48,1527,4.0,1127128838
338,183897,1.5,1530148463
567,162606,1.0,1525289360
475,122882,4.5,1498030594
290,2772,3.0,975030896
7,8665,3.5,1108602755
282,1704,4.5,1378490576
6,26,4.0,845555362
599,66171,2.5,1519535068
610,46970,4.0,1493847218
469,733,3.0,965334034
256,39183,2.0,1446580616
312,3863,3.0,1043176884
132,7034,3.0,1157993516
480,8861,2.0,1179166241
414,82202,3.0,1511537252
274,5804,2.5,1172026285
217,3363,3.0,955943760
387,356,4.0,1095040458
227,81845,3.5,1447209888
226,2011,4.0,1095713170
368,1957,4.0,971273035
587,380,4.0,953138831
488,7139,2.5,1112382712
135,231,2.0,1009691066
535,2539,3.0,939029647
529,653,4.0,855583362
62,6058,3.5,1525555043
448,80590,2.0,1322329754
14,592,2.0,835440976
368,1210,4.0,971273072
534,3483,4.5,1459787996
221,4128,3.5,1111177894
29,56174,4.0,1309069586
474,4034,4.5,1081177376
448,7319,3.0,1145127030
21,7569,4.5,1403460592
43,231,3.0,848993694
112,25,2.5,1513989973
414,3127,2.0,975941018
352,38038,3.0,1493674438
502,3147,5.0,1111757817
339,4848,5.0,1460686055
19,2723,5.0,965706484
45,784,4.0,950724896
368,3272,3.0,975828314
27,1148,5.0,962686041
608,5452,1.0,1117519657
125,70286,4.0,1474481068
187,2700,4.5,1161863956
606,8454,3.5,1171502042
551,112183,0.5,1506128951
111,3988,3.5,1516141094
285,474,3.5,1476723524
370,4014,3.0,1159164363
414,4103,5.0,991144129
474,1223,4.5,1053372016
481,1653,3.0,884773369
606,1093,4.0,1171230300
379,349,4.0,847397292
212,96079,4.0,1523216972
160,4979,4.5,1058456459
121,597,3.0,847656027
274,3285,2.0,1171786187
437,527,5.0,859721361
577,494,3.0,945967440
414,97304,4.0,1485656745
608,110,4.0,1117162428
562,4135,5.0,1368896069
477,2450,0.5,1200944943
213,1240,4.0,1316195644
590,8807,2.5,1267236744
259,4886,4.0,1146845654
222,59014,2.0,1391352001
606,6874,4.5,1171235842
140,1252,3.5,1115312282
606,3426,4.0,1175637465
298,48780,2.0,1447518039
599,47,4.0,1498499364
305,107314,2.5,1519506679
28,44204,3.0,1234571477
105,750,4.0,1447574331
309,1263,3.0,1086563613
567,104944,3.5,1525285966
217,2733,2.0,955942469
246,7361,5.0,1354125086
307,60487,4.0,1224508589
27,5060,2.0,962686409
248,1291,4.0,1534591649
19,842,2.0,965705347
332,7090,4.5,1352672078
156,922,4.0,1106854096
140,26865,1.0,1117729380
303,1080,1.0,1053302847
600,2174,4.5,1237858294
489,923,3.5,1335869037
560,134853,3.5,1469647901
306,159858,4.0,1518327380
4,3160,4.0,964539121
58,292,4.0,847718544
292,3682,4.5,1265679667
91,1220,5.0,1112713446
288,1591,3.0,976139556
76,541,3.5,1439167669
380,171763,4.0,1508109046
68,3105,3.0,1158535471
105,107159,4.0,1446610642
418,4571,4.0,1461868100
64,1673,4.5,1161521563
457,2858,3.0,993610516
287,8622,4.5,1110231540
39,2580,5.0,974789690
560,1210,4.0,1469647971
18,86190,3.5,1456924897
140,4047,4.0,1055092243
256,90405,3.5,1446581429
103,912,5.0,1431954433
307,48394,3.0,1187191571
146,502,2.5,1312507926
24,50,4.0,1458942023
599,1220,3.5,1498501792
50,103228,2.0,1514239192
232,4720,4.0,1101397685
477,1392,4.5,1201166879
457,2490,4.0,993610992
135,4881,3.0,1009692545
608,5072,4.5,1117503329
16,50,4.0,1377476781
410,3823,4.0,990728301
428,377,2.5,1111525992
182,1769,3.5,1055153455
169,1022,4.0,1059427297
480,3355,4.0,1179165372
68,2,2.5,1158532776
307,39234,2.5,1186257903
522,58295,4.5,1254573525
64,4011,4.5,1161520796
305,4016,3.5,1527234349
219,5064,3.5,1195349138
141,3489,4.0,1513132169
230,2605,3.5,1196304139
448,7373,3.0,1359988244
462,102445,2.0,1435335723
199,53550,3.5,1261364752
125,95167,3.5,1474570008
125,156371,4.0,1474469682
445,527,3.0,1454621684
317,7438,3.0,1430361491
355,1198,5.0,974965256
169,4886,5.0,1059427905
453,608,4.0,972622467
472,2431,4.0,1345842873
606,4226,4.0,1171231507
131,2393,3.0,1349838598
354,7147,4.5,1200870482
298,65982,3.0,1453032973
382,61132,5.0,1515161977
594,494,5.0,1108974423
369,3033,4.0,1237081547
75,435,1.0,1158967085
381,2571,5.0,1164383856
357,1101,4.0,1348612212
357,918,5.0,1348611846
480,2628,2.0,1179177670
51,2762,5.0,1230929240
474,586,2.0,1046886823
298,149354,0.5,1466277836
310,733,4.0,1078649543
274,72378,2.0,1288172563
156,2947,2.0,946800308
414,191,2.0,961518812
474,2261,2.0,978576252
280,73266,3.0,1347605299
494,260,5.0,1001666564
239,2302,3.0,1221158808
610,7324,3.0,1493849959
57,1,5.0,965796031
452,3273,4.0,1013398044
217,2094,3.0,955941099
66,481,2.0,1113190302
19,1848,2.0,965704331
580,1584,3.5,1167792660
288,541,4.0,975691813
586,122918,5.0,1529899134
517,2380,0.5,1487958246
220,63113,3.5,1241227967
560,56563,2.5,1469655808
479,5568,2.0,1039362916
28,2023,3.5,1234516183
41,118900,4.0,1458995083
305,142448,3.0,1460134242
288,5378,3.5,1054568537
116,1380,4.5,1337200241
313,1449,5.0,1030557292
522,2393,4.0,1297482469
182,1197,3.5,1054781212
420,8464,4.5,1218207751
597,1196,5.0,940420585
313,2553,4.0,1030474757
405,390,4.0,1295916262
560,1196,4.0,1469647857
438,186,3.0,1105667014
495,4734,3.5,1458636356
380,6281,3.5,1508777884
129,32587,4.5,1167376045
42,1663,4.0,996258272
309,2028,4.5,1126452287
169,2028,5.0,1078284565
6,881,3.0,845556340
509,1732,3.5,1436101601
73,111320,1.5,1464199071
441,1517,5.0,1449070633
100,2108,3.5,1100184281
593,44191,4.0,1181007785
610,60471,3.5,1493848660
68,2335,3.0,1261623793
479,3361,4.0,1039367605
564,106918,3.5,1478453956
580,3556,5.0,1167673452
274,4874,1.0,1171756193
30,122904,5.0,1500370440
156,1077,4.0,946799495
489,2124,2.5,1385824159
186,916,5.0,1031073542
64,2804,5.0,1161528937
351,59369,4.5,1325978903
469,3699,4.0,965335435
182,4056,3.0,1055157679
6,719,2.0,845555694
346,527,3.5,1125859184
528,3101,2.5,1391734371
551,112175,3.5,1504926160
226,2,3.0,1095662788
226,2100,3.0,1097545890
579,1580,4.0,958881895
83,318,5.0,1332839665
368,1196,3.0,971274603
351,54787,3.5,1329655779
227,32,4.5,1447210296
182,1546,3.5,1073397357
298,27808,2.5,1447598993
38,161,4.0,841341249
452,924,3.0,1013395206
351,6214,4.0,1328625708
111,4228,2.5,1516151595
599,104841,3.0,1498528388
232,8360,3.0,1218167741
105,1199,4.0,1447574317
469,1747,3.0,965425742
509,48780,3.5,1435993404
213,51662,3.5,1316196753
217,2722,3.0,955940969
503,6711,3.5,1335219557
115,1645,4.0,957648208
608,3752,4.0,1117504954
288,2009,3.0,976139366
226,2329,4.5,1095663236
68,2334,3.5,1269123630
195,1573,3.0,974705903
275,1084,5.0,1049078103
380,52950,2.0,1494268146
371,4993,4.5,1407692691
290,1674,4.0,975031977
246,7669,5.0,1354126091
91,260,4.5,1112712846
480,3168,3.5,1179161577
12,838,5.0,1247264096
606,2324,5.0,1171311393
330,1288,4.5,1285904004
63,1080,5.0,1443199898
246,82202,4.0,1355956402
34,2762,3.0,1162050482
582,74458,4.0,1446792653
104,94150,4.0,1351210102
414,72605,4.0,1275267211
448,2019,5.0,1019132771
325,3175,4.0,1039395747
131,3178,3.0,1349838715
288,2762,3.0,985626767
344,110,4.5,1420497375
195,4389,3.0,1009762657
356,3477,5.0,1229142527
357,4447,4.0,1348626994
514,3385,3.0,1533946372
271,1994,3.5,1234301729
607,480,4.0,963080125
448,97858,2.0,1387894354
79,3029,3.0,975281975
599,4848,4.5,1519117681
130,592,3.0,832589516
517,2018,4.0,1487953729
45,1769,3.0,1020803185
387,7328,3.5,1195976321
600,3093,3.5,1237850998
414,5452,1.0,1024928888
64,3052,4.0,1161521189
81,377,3.0,845299844
288,2121,2.0,976138991
159,4306,4.0,1508641095
189,593,4.0,1439465116
247,69122,4.0,1467646510
474,1293,4.0,1124123484
211,36529,3.5,1350912777
290,1385,3.0,975032090
301,364,3.5,1211378040
599,85881,3.5,1498542530
610,27904,3.5,1479542824
456,3,3.0,856883349
52,293,4.0,1468051256
232,72489,4.0,1283133176
288,31427,2.5,1126184296
68,56587,3.0,1261624092
346,1348,4.0,1094651388
238,858,3.0,1007931691
594,2196,5.0,1108975245
610,120635,1.0,1493850489
497,410,2.0,1429127204
432,7306,3.0,1315243798
285,1333,4.0,1451151233
123,91500,3.5,1448382200
6,640,1.0,845555362
217,432,3.0,955945177
528,356,5.0,1391736163
101,2716,4.0,968441005
219,54001,2.5,1194740550
452,1610,4.0,1019581177
43,79,5.0,848994617
240,653,5.0,849123370
534,33493,4.0,1459787997
610,4975,3.5,1493845410
298,109895,0.5,1479058063
552,541,5.0,1111473071
414,63113,4.0,1273977218
165,441,3.0,1046741288
610,106002,3.5,1493845652
265,79,2.0,965318627
372,1221,5.0,874415199
19,377,4.0,965711156
525,4718,1.0,1476479901
84,551,3.0,858772802
480,589,4.5,1179177674
298,48322,3.0,1447599713
70,8949,5.0,1355198245
225,3253,4.0,949111556
387,33164,2.0,1183352891
484,104,4.0,1342368965
298,6283,4.5,1477826181
195,4019,4.0,978994367
182,3910,5.0,1055157054
414,73017,4.0,1273977264
279,780,4.0,1506394166
590,588,4.0,1258416644
573,5093,2.0,1186590055
68,4270,3.5,1158533297
313,1344,4.0,1030476305
464,8984,4.5,1287399712
122,69784,4.5,1461562686
65,109487,4.5,1494802244
137,3471,3.0,1204859953
249,95167,4.0,1356440099
150,5,3.0,854203124
380,3421,5.0,1493474237
495,89492,5.0,1458635252
576,327,2.5,1358151538
414,5009,4.0,1010588149
477,3751,4.0,1200940240
125,288,5.0,1474294680
68,122904,4.0,1526947540
21,102993,2.0,1403461682
361,2167,2.0,1204046094
50,164280,3.5,1529600343
167,1385,2.0,1154719268
520,1801,4.0,1326687732
119,54286,4.5,1435944763
372,1215,5.0,874415164
480,37741,4.5,1179161086
103,37729,4.0,1431969626
334,54881,3.5,1260653291
310,2518,4.0,1078649121
117,26,4.0,844163712
98,53464,2.5,1532457575
448,3681,5.0,1019125154
491,4018,4.0,1526673266
50,318,3.5,1514237959
517,2565,4.5,1487954421
45,569,2.0,950722240
140,1580,3.0,1024051464
96,733,4.0,964772883
274,1961,3.5,1186729066
20,5171,2.0,1054037913
357,2160,5.0,1348609771
185,4016,4.0,1044311744
372,249,4.0,874416571
347,47,3.0,847645738
292,3755,2.0,990062235
120,5,4.0,860070029
599,474,2.5,1519145474
600,1393,3.5,1237850723
195,4033,4.0,997909542
576,2826,4.5,1358151536
294,2,3.0,966634189
103,1945,4.0,1522172361
437,800,5.0,859721361
197,1209,5.0,947462811
199,3129,4.0,995165198
246,41569,3.0,1354145727
525,45517,3.0,1476479641
352,139385,5.0,1493674538
365,103772,3.0,1489796879
390,5618,4.5,1250335828
17,2329,4.5,1305696670
28,145,1.5,1242290926
234,2568,3.0,1004408723
65,116797,4.5,1494767104
177,508,3.5,1435534189
153,63082,1.5,1525548393
105,146028,4.0,1448000401
58,454,3.0,847718617
346,306,4.5,1094645835
112,339,1.5,1513989982
132,356,4.0,1157920481
140,3168,4.0,1021899051
187,431,4.5,1161849614
330,1965,3.5,1285903319
567,1260,4.0,1525285646
111,8961,1.0,1516140859
474,1197,4.5,1087832016
368,2307,3.0,975829365
460,34405,5.0,1359177895
307,34326,2.0,1186264727
572,17,5.0,945888053
606,37731,3.5,1183640383
298,102123,1.5,1467489217
178,6539,2.5,1164354902
475,60074,4.5,1498030909
606,5628,2.5,1180988780
469,1082,4.0,965333459
411,368,4.0,835532965
603,288,4.0,953925861
414,4068,2.0,997375249
217,3552,2.0,955935313
489,7318,3.0,1333232957
469,2324,3.0,965425423
260,3911,3.0,1109410839
19,3712,3.0,965706748
489,1246,4.0,1333101663
177,8965,3.0,1435525792
42,858,5.0,996213544
131,48516,3.5,1349840409
469,552,2.0,965334475
477,2762,4.0,1200939741
562,83134,4.0,1368892693
140,609,3.0,1020424600
288,2136,3.0,976120723
214,25,2.0,853937855
420,923,3.5,1218041914
600,2162,3.5,1237764642
74,1094,4.5,1207501409
599,3070,3.0,1498522052
540,8874,4.5,1179107961
495,344,4.5,1458636315
464,48516,4.0,1275549617
220,377,3.5,1230055705
42,2110,4.0,996259059
212,55247,3.5,1490115655
307,3705,2.5,1186086551
414,1080,5.0,961595418
292,130576,2.0,1483193614
599,720,4.5,1498533832
555,2642,3.0,978823527
287,3033,4.0,1110230672
480,736,2.5,1179177622
212,4027,3.5,1523216490
305,8014,4.0,1516132508
50,94677,2.0,1514239489
483,33493,3.0,1327277575
452,2533,5.0,1019580965
11,1918,4.0,901200070
305,4232,3.0,1460303377
201,1259,4.0,939226122
525,34150,1.0,1476481056
448,45186,2.5,1146931490
317,593,5.0,1430361433
586,54001,4.5,1529899314
265,1945,4.0,965316218
426,50872,3.0,1451080765
156,1213,4.0,1106855028
125,159415,4.0,1476903864
49,79091,4.0,1493093114
396,1276,5.0,1111688529
497,858,4.0,1429127498
570,49272,4.0,1181476664
233,68157,3.5,1448816308
272,3147,4.5,1533566039
580,589,4.0,1167790721
116,480,4.0,1337199676
555,3591,3.0,978822154
370,5989,3.5,1159163380
380,2334,2.0,1509047561
608,5502,4.0,1117491425
13,4011,5.0,987895651
599,3007,3.5,1519127220
429,381,4.0,828124616
509,72701,3.5,1436000778
414,1059,4.0,961514135
568,480,3.0,1253767289
546,2455,3.0,973588435
533,103688,5.0,1424754155
274,30883,1.5,1172447698
103,7367,3.5,1477364901
381,1704,4.5,1165975117
564,44193,3.0,1478454544
64,198,3.0,1161565802
97,1193,4.0,1043382111
325,30,4.0,1039399501
414,53972,3.5,1273977156
600,778,3.5,1237712974
599,1663,2.5,1498517424
132,1345,3.0,1157968863
587,590,5.0,953141749
160,3877,2.0,971436871
51,6786,3.0,1230931832
217,2152,2.0,955945639
274,4344,3.5,1174513497
249,106100,5.0,1391768291
265,2968,3.0,965314929
391,4334,5.0,1032389973
368,3768,1.0,971275240
51,3,4.0,1230932736
219,34405,4.0,1194686129
572,1272,5.0,945889951
577,593,4.0,945966689
307,4002,2.5,1186163108
7,480,5.0,1106635917
367,3623,4.0,997813940
15,527,5.0,1510571982
58,223,3.0,847719088
570,778,4.0,1181477946
275,6122,5.0,1049079502
109,593,4.0,841106453
309,1198,4.0,1166068294
198,1639,2.0,1034136119
249,103980,4.5,1411466442
91,344,3.0,1112713227
132,5225,3.0,1157920768
334,2959,3.5,1225478139
225,2248,4.0,949111600
414,5346,1.0,1024928888
226,8917,2.0,1160004553
249,20,3.5,1355366891
290,2565,4.0,975031719
111,2571,0.5,1516140656
410,3088,4.0,990909725
331,6541,2.0,1537158460
232,53322,3.5,1218167101
6,43,4.0,845555607
169,3755,4.0,1070251004
432,81417,4.0,1316391337
599,8910,2.5,1519126381
469,1356,3.0,965334230
414,6574,1.0,1065800319
474,3264,3.5,1119128266
610,115727,5.0,1479544153
359,2396,3.0,1198112749
187,145,1.0,1161849123
514,260,5.0,1533871727
548,1621,4.5,1488825167
517,80969,4.0,1487954159
19,3622,3.0,965706114
209,140956,3.5,1524522239
298,60293,3.0,1447517765
386,165,2.0,842610183
359,1544,3.0,1198113176
28,481,3.0,1242290652
596,115617,4.0,1535708586
1,2353,5.0,964983861
27,367,4.0,965150022
219,2078,3.5,1198783040
125,108727,4.0,1474592613
220,69526,3.0,1257736341
123,2329,4.5,1447269130
522,79008,4.5,1399611207
599,4200,2.0,1498510112
318,56145,3.0,1425315887
268,2324,2.0,940266931
385,282,3.0,834691717
478,33794,4.5,1121467421
300,7361,5.0,1425351852
140,1213,3.0,942843185
298,106489,3.5,1447597859
282,2375,5.0,1378489057
414,87304,4.0,1485657233
217,410,3.0,955935527
603,345,3.0,963176151
125,168252,3.5,1494785017
299,1198,4.0,974620129
221,1321,4.0,1111176422
21,79592,3.5,1500701875
294,2477,2.0,966634405
279,4886,3.0,1506395435
514,592,2.5,1533872886
599,2803,2.0,1519142156
122,7022,4.0,1461562401
600,1348,2.5,1237858900
80,6874,4.5,1377308812
288,2456,1.0,975691680
218,1250,4.0,1111624904
414,5992,3.5,1077917666
564,71535,3.5,1478453967
246,65261,5.0,1354134450
460,3114,4.0,1359177518
99,293,5.0,829828006
603,3623,3.0,963175989
3,1263,0.5,1306463569
275,2134,3.0,1049077156
201,2336,4.0,939226810
368,3810,3.0,971275906
99,318,5.0,829828006
91,750,5.0,1112713140
288,1290,2.0,980535336
608,2490,5.0,1117162408
356,2797,4.0,1229143324
18,48516,4.5,1455049826
288,4443,3.0,1050510765
105,541,4.0,1446571848
18,2692,3.0,1455231448
28,2716,1.5,1234515987
288,2035,3.0,976120692
180,2959,4.5,1270237884
448,3114,5.0,1019126661
177,5419,2.5,1435525414
562,7340,4.0,1368896103
523,127052,4.0,1503126038
414,103048,4.0,1525563046
58,32,5.0,847718745
567,26717,0.5,1525285883
483,95875,3.0,1415577106
219,61246,2.0,1221290126
490,35836,3.0,1328145414
417,5952,5.0,1529284447
414,40826,2.5,1216150452
110,3268,3.0,1175329720
381,3826,2.0,1167542604
11,2028,5.0,902153951
326,5446,4.5,1332786939
428,4886,2.0,1111623134
546,158,2.0,973588258
216,2144,3.0,975212451
167,3671,3.5,1154721946
472,3298,4.0,1345843006
480,1690,2.0,1179179000
418,116797,4.5,1461865711
438,6888,1.5,1105654372
57,1784,4.0,972172894
105,170705,5.0,1526206853
95,6979,4.0,1105401227
62,46723,3.0,1525554190
